title,link,pubDate
"Israel-Hamas war updates: 33 Palestinians, 11 Israelis released ... - Al Jazeera English",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy9saXZlYmxvZy8yMDIzLzExLzI3L2lzcmFlbC1oYW1hcy13YXItbGl2ZS1jYWxscy10by1leHRlbmQtdHJ1Y2UtZ3Jvdy1hcy1jYXB0aXZlcy1yZWxlYXNlZNIBAA?oc=5,"Mon, 27 Nov 2023 21:40:02 GMT"
Opinion | The Israel-Palestine Conflict Has Been Raging for 75 Years - The New York Times,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjMvMTEvMTQvb3Bpbmlvbi9pc3JhZWwtZ2F6YS13YXItaGlzdG9yeS5odG1s0gEA?oc=5,"Tue, 14 Nov 2023 08:00:00 GMT"
Charts show a stark difference in the human cost of Israeli-Palestinian conflicts over the years - CNBC,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTEvMTIvaXNyYWVsLWhhbWFzLXdhci1kYXRhLXNob3dzLWh1bWFuLWNvc3Qtb2YtY29uZmxpY3QtdGhyb3VnaC10aGUteWVhcnMuaHRtbNIBbWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIzLzExLzEyL2lzcmFlbC1oYW1hcy13YXItZGF0YS1zaG93cy1odW1hbi1jb3N0LW9mLWNvbmZsaWN0LXRocm91Z2gtdGhlLXllYXJzLmh0bWw?oc=5,"Sun, 12 Nov 2023 08:00:00 GMT"
Polls from the Past: How opinion has changed on the Israeli ... - YouGov US,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vdG9kYXkueW91Z292LmNvbS9wb2xpdGljcy9hcnRpY2xlcy80Nzg4Ny1wb2xscy1mcm9tLXRoZS1wYXN0LWhvdy1vcGluaW9uLWNoYW5nZWQtaXNyYWVsaS1wYWxlc3Rpbmlhbi1jb25mbGljdNIBAA?oc=5,"Fri, 17 Nov 2023 08:00:00 GMT"
Many Americans say the Israeli-Palestinian conflict is affecting their ... - YouGov US,https://news.google.com/rss/articles/CBMigwFodHRwczovL3RvZGF5LnlvdWdvdi5jb20vcG9saXRpY3MvYXJ0aWNsZXMvNDc3OTYtbWFueS1hbWVyaWNhbnMtc2F5LXRoZS1pc3JhZWxpLXBhbGVzdGluaWFuLWNvbmZsaWN0LWlzLWFmZmVjdGluZy10aGVpci1mcmllbmRzaGlwc9IBAA?oc=5,"Mon, 06 Nov 2023 08:00:00 GMT"
"Texas State Democratic Executive Committee Unanimously Passes Israeli-Palestinian Resolution, Calls for a Humanitarian Ceasefire and Release of Hostages - Texas Democratic Party",https://news.google.com/rss/articles/CBMivAFodHRwczovL3d3dy50ZXhhc2RlbW9jcmF0cy5vcmcvbWVkaWEvdGV4YXMtc3RhdGUtZGVtb2NyYXRpYy1leGVjdXRpdmUtY29tbWl0dGVlLXVuYW5pbW91c2x5LXBhc3Nlcy1pc3JhZWxpLXBhbGVzdGluaWFuLXJlc29sdXRpb24tY2FsbHMtZm9yLWEtaHVtYW5pdGFyaWFuLWNlYXNlZmlyZS1hbmQtcmVsZWFzZS1vZi1ob3N0YWdlc9IBxwFodHRwczovL3d3dy50ZXhhc2RlbW9jcmF0cy5vcmcvbWVkaWEvdGV4YXMtc3RhdGUtZGVtb2NyYXRpYy1leGVjdXRpdmUtY29tbWl0dGVlLXVuYW5pbW91c2x5LXBhc3Nlcy1pc3JhZWxpLXBhbGVzdGluaWFuLXJlc29sdXRpb24tY2FsbHMtZm9yLWEtaHVtYW5pdGFyaWFuLWNlYXNlZmlyZS1hbmQtcmVsZWFzZS1vZi1ob3N0YWdlcz9mb3JtYXQ9YW1w?oc=5,"Sat, 02 Dec 2023 20:15:30 GMT"
"As the Israel-Palestine conflict escalates, more see Israel as an ally. - AP-NORC",https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vYXBub3JjLm9yZy9wcm9qZWN0cy9hcy10aGUtaXNyYWVsLXBhbGVzdGluZS1jb25mbGljdC1lc2NhbGF0ZXMtbW9yZS1zZWUtaXNyYWVsLWFzLWFuLWFsbHkv0gEA?oc=5,"Wed, 08 Nov 2023 08:00:00 GMT"
"Israel-Palestine war: ‘Ceasefire’ or ‘pause’, what have world leaders said? - Al Jazeera English",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy9sb25nZm9ybS8yMDIzLzExLzMwL2lzcmFlbC1wYWxlc3RpbmUtd2FyLWNlYXNlZmlyZS1vci1wYXVzZS13aGF0LWhhdmUtd29ybGQtbGVhZGVycy1zYWlk0gF7aHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy9sb25nZm9ybS8yMDIzLzExLzMwL2lzcmFlbC1wYWxlc3RpbmUtd2FyLWNlYXNlZmlyZS1vci1wYXVzZS13aGF0LWhhdmUtd29ybGQtbGVhZGVycy1zYWlk?oc=5,"Thu, 30 Nov 2023 13:22:35 GMT"
BEN-ZION: Free Palestine from Hamas - Yale Daily News,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8veWFsZWRhaWx5bmV3cy5jb20vYmxvZy8yMDIzLzEyLzA0L2Jlbi16aW9uLWZyZWUtcGFsZXN0aW5lLWZyb20taGFtYXMv0gEA?oc=5,"Mon, 04 Dec 2023 11:47:06 GMT"
The West Had Distorted View of Israeli-Palestinian Conflict | WPR - World Politics Review,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LndvcmxkcG9saXRpY3NyZXZpZXcuY29tL2lzcmFlbC1jdWx0dXJlLXBhbGVzdGluaWFuLWNvbmZsaWN0L9IBAA?oc=5,"Fri, 01 Dec 2023 13:26:25 GMT"
Arizona legislative Democrats are divided on Israeli-Palestinian ... - Arizona Mirror,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmF6bWlycm9yLmNvbS8yMDIzLzExLzEwL2FyaXpvbmEtbGVnaXNsYXRpdmUtZGVtb2NyYXRzLWFyZS1kaXZpZGVkLW9uLWlzcmFlbGktcGFsZXN0aW5pYW4tY29uZmxpY3Qv0gEA?oc=5,"Fri, 10 Nov 2023 08:00:00 GMT"
Losers of the Israeli-Palestinian conflict | Daily Sabah - Daily Sabah,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmRhaWx5c2FiYWguY29tL29waW5pb24vY29sdW1ucy9sb3NlcnMtb2YtdGhlLWlzcmFlbGktcGFsZXN0aW5pYW4tY29uZmxpY3TSAVlodHRwczovL3d3dy5kYWlseXNhYmFoLmNvbS9vcGluaW9uL2NvbHVtbnMvbG9zZXJzLW9mLXRoZS1pc3JhZWxpLXBhbGVzdGluaWFuLWNvbmZsaWN0L2FtcA?oc=5,"Thu, 30 Nov 2023 10:00:41 GMT"
"The two-state solution to the Israeli-Palestinian conflict, explained ... - The Washington Post",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC8yMDIzLzExLzA3L2lzcmFlbC1wYWxlc3RpbmUtdHdvLXN0YXRlLXNvbHV0aW9uLWV4cGxhaW5lZC_SAQA?oc=5,"Tue, 07 Nov 2023 08:00:00 GMT"
New Jersey school board selectively restricts public comments ... - Foundation for Individual Rights in Education,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnRoZWZpcmUub3JnL25ld3MvbmV3LWplcnNleS1zY2hvb2wtYm9hcmQtc2VsZWN0aXZlbHktcmVzdHJpY3RzLXB1YmxpYy1jb21tZW50cy1hYm91dC1pc3JhZWxpLXBhbGVzdGluaWFu0gEA?oc=5,"Thu, 30 Nov 2023 14:46:35 GMT"
US lawmaker says 'disappointed' by US' approach to Israeli ... - Anadolu Agency | English,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hbWVyaWNhcy91cy1sYXdtYWtlci1zYXlzLWRpc2FwcG9pbnRlZC1ieS11cy1hcHByb2FjaC10by1pc3JhZWxpLXBhbGVzdGluaWFuLWNvbmZsaWN0LzMwNjkzNDnSAQA?oc=5,"Thu, 30 Nov 2023 14:14:40 GMT"
"Worldwide rallies in solidarity with Palestinians, condemning Israel’s war - Al Jazeera English",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZ2FsbGVyeS8yMDIzLzExLzMwL3Bob3Rvcy1wZW9wbGUtYXJvdW5kLXRoZS13b3JsZC1yYWxseS1pbi1zb2xpZGFyaXR5LXdpdGgtcGFsZXN0aW5pYW5z0gF1aHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvZ2FsbGVyeS8yMDIzLzExLzMwL3Bob3Rvcy1wZW9wbGUtYXJvdW5kLXRoZS13b3JsZC1yYWxseS1pbi1zb2xpZGFyaXR5LXdpdGgtcGFsZXN0aW5pYW5z?oc=5,"Thu, 30 Nov 2023 07:50:40 GMT"
Activists speak out on Israel-Hamas war at heated City Council ... - Knoxville News Sentinel,https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5rbm94bmV3cy5jb20vcGljdHVyZS1nYWxsZXJ5L25ld3MvbG9jYWwvMjAyMy8xMi8wMi9rbm94dmlsbGUtYWN0aXZpc3RzLXNwZWFrLW91dC1vbi1pc3JhZWwtaGFtYXMtd2FyLWF0LWhlYXRlZC1jaXR5LWNvdW5jaWwtbWVldGluZy83MTczMzM0MzAwNy_SAQA?oc=5,"Sat, 02 Dec 2023 18:54:46 GMT"
The historical trauma behind the Israeli-Palestinian conflict - KPBS,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmtwYnMub3JnL3BvZGNhc3RzL2twYnMtbWlkZGF5LWVkaXRpb24vdGhlLWhpc3RvcmljYWwtdHJhdW1hLWJlaGluZC10aGUtaXNyYWVsaS1wYWxlc3Rpbmlhbi1jb25mbGljdNIBAA?oc=5,"Mon, 06 Nov 2023 08:00:00 GMT"
Post Misrepresents Condition of Israeli Hostages Released by Hamas - FactCheck.org,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmZhY3RjaGVjay5vcmcvMjAyMy8xMi9wb3N0LW1pc3JlcHJlc2VudHMtY29uZGl0aW9uLW9mLWlzcmFlbGktaG9zdGFnZXMtcmVsZWFzZWQtYnktaGFtYXMv0gEA?oc=5,"Mon, 04 Dec 2023 22:39:57 GMT"
A constructive dialogue: Community forum highlights challenges of ... - Shepherdstown Chronicle,https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5zaGVwaGVyZHN0b3duY2hyb25pY2xlLmNvbS9uZXdzLzIwMjMvMTEvMjQvYS1jb25zdHJ1Y3RpdmUtZGlhbG9ndWUtY29tbXVuaXR5LWZvcnVtLWhpZ2hsaWdodHMtY2hhbGxlbmdlcy1vZi1lbmRpbmctaXNyYWVsaS1wYWxlc3Rpbmlhbi1jb25mbGljdC_SAQA?oc=5,"Fri, 24 Nov 2023 07:58:46 GMT"
Palestinians celebrate release of prisoners from Israeli jails - Al Jazeera English,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vZ2FsbGVyeS8yMDIzLzEyLzEvcGhvdG9zLXBhbGVzdGluaWFucy1jZWxlYnJhdGUtcmVsZWFzZS1vZi1hbm90aGVyLWJhdGNoLW9mLXByaXNvbmVyc9IBc2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL2dhbGxlcnkvMjAyMy8xMi8xL3Bob3Rvcy1wYWxlc3RpbmlhbnMtY2VsZWJyYXRlLXJlbGVhc2Utb2YtYW5vdGhlci1iYXRjaC1vZi1wcmlzb25lcnM?oc=5,"Fri, 01 Dec 2023 06:25:21 GMT"
Community Voices: Understanding the Israel-Palestinian conflict ... - The Bakersfield Californian,https://news.google.com/rss/articles/CBMilAFodHRwczovL3d3dy5iYWtlcnNmaWVsZC5jb20vb3Bpbmlvbi9jb21tdW5pdHktdm9pY2VzLXVuZGVyc3RhbmRpbmctdGhlLWlzcmFlbC1wYWxlc3Rpbmlhbi1jb25mbGljdC9hcnRpY2xlX2VhZWIzM2M4LThmYzYtMTFlZS04MWE0LTNiZGNkOWYxODYzNC5odG1s0gEA?oc=5,"Fri, 01 Dec 2023 08:15:00 GMT"
EU foreign policy chief emphasizes on 2-state solution to Israel ... - Anadolu Agency | English,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9ldXJvcGUvZXUtZm9yZWlnbi1wb2xpY3ktY2hpZWYtZW1waGFzaXplcy1vbi0yLXN0YXRlLXNvbHV0aW9uLXRvLWlzcmFlbC1wYWxlc3RpbmUtY29uZmxpY3QvMzA3MjczMdIBAA?oc=5,"Mon, 04 Dec 2023 12:34:51 GMT"
"Israel-Hamas war: List of key events, day 30 - Al Jazeera English",https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzExLzUvaXNyYWVsLWhhbWFzLXdhci1saXN0LW9mLWtleS1ldmVudHMtZGF5LTMw0gFXaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvbmV3cy8yMDIzLzExLzUvaXNyYWVsLWhhbWFzLXdhci1saXN0LW9mLWtleS1ldmVudHMtZGF5LTMw?oc=5,"Sun, 05 Nov 2023 07:00:00 GMT"
U.S. stands by two-state solution to Israeli-Palestinian conflict – Envoy - P.M. News,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vcG1uZXdzbmlnZXJpYS5jb20vMjAyMy8xMi8wNC91LXMtc3RhbmRzLWJ5LXR3by1zdGF0ZS1zb2x1dGlvbi10by1pc3JhZWxpLXBhbGVzdGluaWFuLWNvbmZsaWN0LWVudm95L9IBcmh0dHBzOi8vcG1uZXdzbmlnZXJpYS5jb20vMjAyMy8xMi8wNC91LXMtc3RhbmRzLWJ5LXR3by1zdGF0ZS1zb2x1dGlvbi10by1pc3JhZWxpLXBhbGVzdGluaWFuLWNvbmZsaWN0LWVudm95Lz9hbXA9MQ?oc=5,"Mon, 04 Dec 2023 04:26:24 GMT"
The Israeli-Palestinian conflict: a complex history – Scot Scoop News - Scot Scoop News,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vc2NvdHNjb29wLmNvbS90aGUtaXNyYWVsaS1wYWxlc3Rpbmlhbi1jb25mbGljdC1hLWNvbXBsZXgtaGlzdG9yeS0yL9IBAA?oc=5,"Sun, 19 Nov 2023 08:00:00 GMT"
What ‘tunnels’ and ‘hostages’ mean in Gaza - Al Jazeera English,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vb3BpbmlvbnMvMjAyMy8xMi8zL3doYXQtdHVubmVscy1hbmQtaG9zdGFnZXMtbWVhbi1pbi1nYXph0gFXaHR0cHM6Ly93d3cuYWxqYXplZXJhLmNvbS9hbXAvb3BpbmlvbnMvMjAyMy8xMi8zL3doYXQtdHVubmVscy1hbmQtaG9zdGFnZXMtbWVhbi1pbi1nYXph?oc=5,"Sun, 03 Dec 2023 17:36:48 GMT"
